A	/阿/阿马米/蛾/峨/俄/娥/贺/我/芽/牙/雅/亚/娅/
Aishoji	/爱松寺/
Aishton	/艾什顿/
Aishwarya	/艾什瓦尔雅/
Aisiain	/艾西亚因/
Aisin	/艾辛/
Aisingiorro	/爱新觉罗/
Aislam	/艾斯拉姆/
Aisley	/艾斯利/
Aisman	/艾什曼/
Aismann	/艾什曼/
Aismanova	/艾什曼诺娃/
Aisne	/艾纳/
Aiso	/爱曾/爱祖/相宗/相矶/
Aisogawa	/合曾川/会曾川/
Aisoka	/哀草果/
Aisoltan	/艾索尔坦/
Aisome	/爱染/蓝染/
Aisonsalo	/艾松萨洛/
Aisopos	/伊索/
Aispurua	/艾斯普鲁亚/
Aiss	/艾斯/
Aissa	/艾萨/伊萨/
Aissadou	/艾萨杜/
Aissah	/艾萨/
Aissamy	/埃萨米/
Aissani	/艾萨尼/
Aissaoui	/艾萨维/
Aissat	/艾萨特/
Aissata	/艾萨塔/艾莎塔/
Aissatou	/艾萨图/
Aistleitner	/艾斯特莱特纳/
Aistola	/艾斯托拉/
Aistov	/艾斯托夫/
Aistulf	/艾斯图尔夫/
Aisu	/爱须/爱洲/会洲/
Aisuke	/爱辅/爱介/爱佑/爱助/
Aisumi	/四十住/相墨/
Ait	/艾特/
Aita	/阿以田/艾塔/爱多/爱太/爱田/合田/会田/蓝田/明田/莫太/莫田/蓬田/秋田/相田/英多/英田/
Aitada	/爱忠/
Aitagi	/爱多义/
Aitaka	/爱孝/
Aitake	/相武/
Aitakov	/艾塔科夫/
Aitala	/艾塔拉/
Aitalampi	/艾塔兰皮/
Aitamaoui	/艾塔马维/
Aitamer	/艾塔梅/
Aitamurto	/艾塔穆尔托/
Aitan	/艾坦/
Aitana	/艾塔纳/
Aitani	/合谷/会谷/相谷/
Aitaro	/爱多郎/爱太郎/
Aitasalo	/艾塔萨洛/
Aitawal	/艾塔瓦尔/
Aitbayev	/艾特巴耶夫/
Aitcheson	/艾奇逊/
Aitchison	/艾奇逊/
Aiteanu	/艾泰亚努/
Aitel	/艾特尔/
Aitelli	/艾泰利/
Aitenfisu	/艾滕菲苏/
Aitero	/艾泰罗/
Aitferhat	/艾特弗拉/
Aithamon	/艾塔蒙/
Aithamy	/埃萨米/
Aithani	/艾萨尼/
Aitia	/艾蒂亚/
Aitidir	/艾蒂迪尔/
Aitiev	/艾季耶夫/
Aitimova	/艾季莫娃/
Aitio	/艾蒂奥/
Aitiyev	/艾季耶夫/
Aitjarvi	/艾特耶尔维/
Aitken	/艾特肯/
Aitkenhead	/艾特肯黑德/
Aitkin	/艾特金/
Aitkoski	/艾特科斯基/
Aitkul	/艾特库尔/
Aitkuluyev	/艾特库卢耶夫/
Aitman	/艾特曼/
Aitmanov	/艾特马诺夫/
Aitmat	/艾特马特/
Aitmatov	/艾特马托夫/
Aitmuratov	/艾特穆拉托夫/
Aito	/艾托/
Aitoff	/艾托夫/
Aitok	/艾托克/
Aitokallio	/艾托卡利奥/
Aitokari	/艾托卡里/
Aitoki	/爱时/
Aitoku	/爱德/相德/
Aitokugawa	/爱德川/
Aitola	/艾托拉/
Aitolahti	/艾托拉赫蒂/
Aitomo	/爱知/
Aiton	/艾顿/
Aitona	/艾托纳/
Aitoniemi	/艾托涅米/
Aitosalo	/艾托萨洛/
Aitoshi	/爱俊/爱敏/
Aitouali	/艾图阿利/
Aitouares	/艾图阿雷/
Aitour	/艾图尔/
Aitov	/艾托夫/
Aitpai	/艾特帕伊/
Aitpay	/艾特帕伊/
Aitpayev	/艾特帕耶夫/
Aitre	/艾特尔/
Aitsam	/艾察姆/
Aitsu	/合津/相津/
Aitsuchi	/合土/
Aitsuka	/明冢/
Aitsuki	/相/
Aitta	/艾塔/
Aittakallio	/艾塔卡利奥/
Aittakorpi	/艾塔科皮/
Aittamaa	/艾塔马/
Aittamaki	/艾塔迈基/
Aittamo	/艾塔莫/
Aittanen	/艾塔宁/
Aittasalmi	/艾塔萨尔米/
Aittasalo	/艾塔萨洛/
Aitter	/艾特/
Aitto	/艾托/
Aittojoki	/艾托约基/
Aittokoski	/艾托科斯基/
Aittola	/艾托拉/
Aittolampi	/艾托兰皮/
Aittomaki	/艾托迈基/
Aittoniemi	/艾托涅米/
Aittovaara	/艾托瓦拉/
Aituarov	/艾图阿罗夫/
Aitui	/艾图伊/
Aitykin	/艾特金/
Aitym	/艾特姆/
Aitymbetov	/艾特姆别托夫/
Aitzaz	/艾察兹/
Aitzetmuller	/艾策特米勒/
Aiuchi	/相内/
Aiura	/蓝浦/相浦/
Aiusheev	/阿尤舍耶夫/
Aivado	/艾瓦多/
Aivalioti	/艾瓦廖蒂/
Aivancesei	/艾文切塞伊/
Aivanen	/艾瓦宁/
Aivar	/艾瓦尔/
Aivars	/艾瓦尔斯/
Aivarzian	/艾瓦尔济安/
Aivas	/艾瓦/艾瓦斯/
Aivashvili	/艾瓦什维利/
Aivatzisz	/艾沃齐斯/
Aivaz	/艾瓦/艾瓦兹/
Aivazian	/艾瓦江/
Aivazov	/艾瓦佐夫/
Aivazovski	/艾瓦佐夫斯基/
Aivazovsky	/艾瓦佐夫斯基/
Aivazyan	/艾瓦江/
Aivert	/艾韦特/
Aivila	/艾维拉/
Aiwaka	/爱若/
Aix	/艾克斯/
Aixala	/艾克萨拉/
Aixinger	/艾克辛格/
Aixner	/艾克斯纳/
Aiya	/艾娅/爱谷/爱屋/爱也/蓝谷/
Aiyama	/合山/间山/相山/
Aiyar	/艾亚尔/
Aiye	/艾耶/
Aiyoshi	/爱嘉/爱善/爱义/相吉/
Aiyu	/爱雄/
Aiyuki	/爱幸/爱之/
Aiza	/艾萨/
Aizaburo	/爱三郎/
Aizac	/艾扎克/
Aizaki	/合崎/相崎/
Aizan	/爱山/
Aizarani	/艾扎拉尼/
Aizatulin	/艾扎图林/
Aizawa	/爱泽/逢泽/合泽/会泽/蓝泽/相泽/
Aizcorbe	/艾斯科韦/
Aizeki	/相关/
Aizen	/艾曾/爱染/
Aizenberg	/艾森贝格/
Aizenman	/艾森曼/
Aizenshtadt	/艾森施塔特/
Aizenshtein	/艾森施泰因/
Aizenstat	/艾森斯塔特/
Aizer	/艾泽尔/
Aizerman	/艾泽曼/
Aizertin	/艾泽尔坦/
Aizeurrutia	/艾塞乌鲁蒂亚/
Aizic	/艾齐克/
Aizier	/艾齐耶/
Aizieres	/艾齐埃/
Aizieu	/艾齐厄/
Aizin	/艾津/
Aizinfrati	/艾津弗拉蒂/
Aizman	/艾兹曼/
Aizner	/艾兹内/
Aizo	/爱藏/爱三/爱象/
Aizome	/逢初/
Aizouibel	/艾索伊韦尔/
Aizpeurrutia	/艾斯佩乌鲁蒂亚/
Aizpiri	/艾斯皮里/艾兹皮里/
Aizpu	/艾斯普/
Aizpun	/艾斯蓬/
Aizpuno	/艾斯普诺/
Aizpuro	/艾斯普罗/
Aizpuru	/艾斯普鲁/
Aizpurua	/艾斯普鲁亚/
Aizpuzua	/艾斯普苏亚/
Aizquaray	/艾斯夸赖/
Aizquibel	/艾斯基韦尔/
Aizsilnieks	/艾西尔尼克斯/
Aizsiniek	/艾西尼耶克/
Aizu	/爱洲/会津/会洲/
Aizumi	/爱澄/爱纯/
Aizuya	/会津屋/
Aja	/阿哈/阿贾/
Ajab	/阿贾卜/
Ajaccienne	/阿雅西耶娜/
Ajadaa	/阿雅达/
Ajadil	/阿雅迪尔/
Ajah	/阿贾/
Ajahji	/阿贾吉/
Ajaiora	/阿哈约拉/
Ajaj	/阿贾杰/
Ajakainen	/阿亚凯宁/
Ajala	/阿贾拉/
Ajalbert	/阿雅尔贝/
Ajalin	/阿亚林/
Ajalmar	/阿雅尔马/
Ajaltouni	/阿贾勒图尼/
Ajam	/阿贾姆/阿让/
Ajami	/阿贾米/
Ajamil	/阿哈米尔/
Ajamo	/阿亚莫/
Ajanidisz	/奥尧尼迪斯/
Ajanki	/阿扬基/
Ajanovic	/阿亚诺维奇/
Ajanti	/阿扬蒂/
Ajanto	/阿扬托/
Ajape	/阿雅佩/
Ajarnaute	/阿哈瑙特/
Ajas	/阿雅/
Ajasse	/阿雅斯/
Ajaste	/阿亚斯特/
Ajat	/阿贾特/
Ajataritei	/阿扎塔里采伊/
Ajates	/阿哈特斯/
Ajatovic	/阿亚托维奇/
Ajavon	/阿雅冯/
Ajawi	/阿贾维/
Ajax	/阿雅克斯/阿亚克斯/埃贾克斯/
Ajaxon	/阿亚克松/
Ajaxson	/阿亚克松/
Ajay	/阿贾伊/
Ajayi	/阿贾伊/阿雅伊/
Ajazi	/阿贾齐/
Ajazo	/奥尧佐/
Ajben	/阿伊本/
Ajcevic	/艾切维奇/
Ajdacic	/艾达契奇/
Ajdan	/艾丹/
Ajdana	/艾达娜/
Ajdanic	/艾达尼奇/
Ajdanovic	/艾达诺维奇/
Ajdar	/艾达尔/
Ajdarevic	/艾达雷维奇/
Ajdari	/艾达里/
Ajdaric	/艾达里奇/
Ajdarov	/艾达罗夫/
Ajdarovic	/艾达罗维奇/
Ajder	/艾德尔/
Ajdert	/艾德特/
Ajdic	/艾迪奇/
Ajdin	/艾丁/
Ajdini	/艾迪尼/
Ajdinovic	/艾迪诺维奇/
Ajdovnik	/艾多夫尼克/
Ajdukiewicz	/艾杜凯维奇/
Ajdukovic	/艾杜科维奇/
Ajdzanovic	/艾扎诺维奇/
Ajea	/阿赫亚/
Ajean	/阿让/
Ajeel	/阿吉勒/
Ajejas	/阿赫哈斯/
Ajelli	/阿耶利/
Ajello	/阿耶洛/
Ajemian	/阿杰米恩/
Ajena	/阿热娜/
Ajenjo	/阿亨霍/
Ajenjos	/阿亨霍斯/
Ajer	/阿热/
Ajero	/阿赫罗/
Ajerste	/阿热斯特/
Ajet	/阿耶特/
Ajeti	/阿耶蒂/
Ajetovic	/阿耶托维奇/
Ajhir	/阿杰希尔/
Aji	/阿字/按司/味/庵治/
Ajia	/阿吉亚/亚细亚/
Ajibade	/阿吉巴德/
Ajibe	/味部/
Ajibola	/阿吉博拉/
Ajiboye	/阿吉博耶/
Ajichi	/阿知知/味知/
Ajiga	/安路贺/
Ajika	/阿直/安直/
Ajikai	/阿字戒/
Ajikata	/味方/味形/
Ajikawa	/阿治川/庵治川/
Ajiki	/阿直/阿直岐/阿志岐/安/安饰/安直/安敕城/味木/
Ajikichi	/亚次吉/
Ajikino	/安食野/
Ajiku	/阿吉库/
Ajikubo	/味洼/
Ajima	/安岛/味间/味真/
Ajimi	/安心院/
Ajimu	/阿昙/安心院/
Ajimura	/味村/
Ajina	/阿吉纳/
Ajini	/阿吉尼/
Ajinki	/安/
Ajino	/味野/
Ajinowa	/味野和/
Ajioka	/东父冈/味冈/
Ajip	/阿伊普/
Ajiro	/网代/足代/
Ajisa	/味佐/
Ajisawa	/味泽/
Ajishi	/味志/
Ajit	/阿吉特/
Ajita	/味田/
Ajitani	/味谷/
Ajitarita	/阿日塔里察/
Ajitha	/阿吉塔/
Ajito	/网户/味户/
Ajiwa	/味和/
Ajiyama	/味山/
Ajjaka	/阿贾卡/
Ajjan	/阿让/
Ajjaz	/阿贾兹/
Ajjoub	/阿朱卜/
Ajjouri	/阿朱里/
Ajkai	/奥伊考伊/
Ajkalo	/艾卡洛/
Ajkavolgyi	/奥伊考沃尔吉/
Ajkay	/奥伊考伊/
Ajkija	/艾基亚/
Ajkler	/奥伊克勒/
Ajkuna	/艾库娜/
Ajlani	/阿杰拉尼/
Ajler	/奥伊勒/
Ajli	/阿伊利/
Ajlouni	/阿杰卢尼/
Ajlouny	/阿杰卢尼/
Ajluni	/阿杰卢尼/
Ajm	/艾姆/
Ajmal	/阿杰马勒/
Ajmani	/阿杰马尼/
Ajmeri	/阿杰梅里/
Ajmi	/阿贾米/
Ajmut	/艾穆特/
Ajnas	/阿杰纳斯/
Ajne	/艾内/
Ajnefelt	/艾内费尔特/
Ajnefors	/艾内福什/
Ajneling	/艾内林/
Ajnesjo	/艾内舍/
Ajnestahl	/艾内斯托尔/
Ajnevall	/艾内瓦尔/
Ajnik	/艾尼克/
Ajnspiler	/艾因施皮勒/
Ajo	/阿霍/阿约/
Ajodhya	/阿霍迪亚/
Ajomaa	/阿约马/
Ajon	/阿容/
Ajoret	/阿若雷/
Ajosa	/阿约萨/
Ajose	/阿乔塞/
Ajou	/阿茹/阿朱/
Ajour	/阿茹尔/阿朱尔/
Ajoux	/阿茹/
Ajouz	/阿朱兹/
Ajoy	/阿乔伊/
Ajram	/阿杰拉姆/
Ajrauacif	/艾劳阿契夫/
Ajroski	/艾罗斯基/
Ajrovic	/艾罗维奇/
Ajrulovski	/艾鲁洛夫斯基/
Ajsenbajser	/艾森拜塞尔/
Ajtai	/奥伊陶伊/
Ajtay	/奥伊陶伊/
Ajtic	/艾蒂奇/
Ajtony	/奥伊托尼/
Ajtonyi	/奥伊托尼/
Aju	/阿茹/
Ajubita	/阿胡维塔/
Ajuda	/阿茹达/
Ajun	/阿容/
Ajunwa	/阿均瓦/
Ajupi	/阿尤皮/
Ajuria	/阿胡里亚/
Ajvaz	/艾瓦兹/
Ajvazovic	/艾瓦佐维奇/
Ajzenbajser	/艾森拜塞尔/
Ajzenhamer	/艾森哈梅尔/
Ajzenkol	/艾森科尔/
Ajzenkolb	/艾森科尔布/
Ajzert	/奥伊泽尔特/
Ajzinberg	/艾津贝格/
Ak	/阿/阿克/乐/握/岳/渥/鳄/
Ak-Kys	/阿克斯/
Aka	/阿嘉/阿卡/安贺/赤/丹/英贺/胝/
Akaad	/阿卡德/
Akaan	/阿坎/
Akaana	/赤穴/
Akaba	/赤场/赤羽/
Akabane	/赤刨/赤羽/赤羽根/赤羽祢/赤刎/赤埴/
Akabani	/赤埴/
Akabashi	/赤桥/
Akabay	/阿卡巴伊/
Akabayashi	/赤林/
Akabe	/赤部/
Akabey	/阿卡贝伊/
Akabori	/赤堀/
Akaboshi	/赤星/明星/
Akabotsu	/赤穗津/
Akachi	/赤池/赤地/
Akacin	/阿卡琴/
Akacs	/奥卡奇/
Akacsos	/奥卡乔什/
Akad	/阿卡德/
Akada	/阿伽陀/赤田/铜田/朱田/绯田/
Akadate	/赤馆/
Akadateyama	/赤馆山/
Akadigbo	/阿卡迪博/
Akadli	/阿卡德勒/
Akadomari	/赤泊/
Akae	/赤江/赤兄/赤枝/红江/
Akaebashi	/赤江桥/
Akaeda	/赤枝/
Akaei	/赤永/
Akaeze	/阿凯泽/
Akafomo	/阿卡福莫/
Akafuchi	/赤渊/
Akagaki	/赤垣/
Akagami	/赤上/赤神/
Akagane	/赤金/赤铜/铜/
Akagari	/赤雁/耀/胝/
Akagawa	/赤川/赤河/
Akagi	/阿卡吉/赤城/赤木/具木/明城/明木/
Akagire	/胝/
Akagiri	/赤桐/
Akagishi	/赤岸/
Akagunduz	/阿卡金迪兹/
Akahagi	/赤刎/
Akahane	/赤羽/
Akahani	/赤土/赤埴/
Akahashi	/赤桥/
Akahi	/赤日/
Akahiko	/赤孙/赤彦/
Akahira	/赤平/
Akahiro	/赤广/
Akaho	/赤穗/
Akahoko	/赤/
Akahori	/赤堀/
Akahoshi	/赤星/
Akai	/阿凯/赤井/阏加井/阏伽井/
Akaibo	/赤井坊/阏伽井坊/
Akaike	/赤池/
Akaiko	/赤猪子/
Akaileh	/阿凯拉/
Akaishi	/赤石/
Akaishisawa	/赤石泽/
Akaiwa	/赤岩/
Akaji	/赤地/赤路/
Akajima	/赤岛/
Akajiro	/赤城/
Akajirushi	/赤符/
Akaka	/阿卡卡/
Akakabe	/赤壁/明壁/
Akakawa	/赤川/赤河/
Akaki	/阿卡基/赤木/
Akakias	/阿卡基亚斯/
Akakije	/阿卡基耶/
Akakiyev	/阿卡基耶夫/
Akakpo	/阿卡波/
Akakpovie	/阿卡波维/
Akakubo	/赤久保/
Akakuma	/赤熊/
Akakura	/赤仓/
Akaky	/阿卡基/
Akal	/阿卡尔/
Akala	/阿卡拉/
Akalan	/阿卡兰/
Akalar	/阿卡拉尔/
Akalay	/阿卡莱/
Akale	/阿卡勒/
Akali	/阿卡勒/
Akalin	/阿卡伦/
Akalinoglu	/阿卡伦奥卢/
Akalla	/阿卡拉/
Akalovsky	/阿卡洛夫斯基/
Akalp	/阿卡尔普/
Akaltan	/阿卡尔坦/
Akaltin	/阿卡尔滕/
Akaltun	/阿卡尔通/
Akam	/阿卡姆/
Akama	/赤间/赤马/赤磨/赤万/朱间/
Akamae	/赤前/
Akamaro	/阿可麻吕/赤麻吕/
Akamataki	/赤间泷/
Akamatsu	/赤松/
Akame	/阿卡梅/赤目/
Akami	/赤见/明见/
Akamine	/赤峰/赤岭/明峰/
Akamisaka	/赤见坂/
Akamoto	/赤本/
Akamura	/赤村/
Akan	/阿坎/
Akana	/赤名/赤穴/
Akanabe	/赤锅/茜部/
Akanaga	/赤永/
Akanashi	/杜/杠/
Akanay	/阿卡纳伊/
Akanbi	/阿坎比/
Akande	/阿坎德/
Akander	/阿坎德/
Akane	/赤根/赤岭/赤祢/茜/
Akanebe	/茜部/
Akanegakubo	/茜久保/
Akaner	/阿卡内尔/
Akaneya	/茜屋/
Akangni	/阿康尼/
Akannac	/阿坎纳奇/
Akano	/赤野/
Akanoto	/赤塔/
Akanovic	/阿卡诺维奇/
Akansel	/阿坎塞尔/
Akanson	/阿坎松/
Akansu	/阿坎苏/
Akant	/阿坎特/
Akantisz	/奥孔蒂斯/
Akanu	/阿卡努/
Akanuma	/阿鹿沼/赤沼/
Akanyidiz	/阿坎耶德兹/
Akao	/赤生/赤穗/赤尾/
Akaochi	/赤祖父/
Akaogi	/赤荻/
Akaoglu	/阿卡奥卢/
Akaoji	/赤祖父/
Akaoka	/赤冈/
Akaoke	/赤桶/
Akaosawa	/赤尾泽/
Akaoseki	/赤尾关/
Akaotsu	/赤尾津/
Akaoui	/阿卡维/
Akapekabou	/阿卡佩卡布/
Akar	/阿卡尔/奥考尔/
Akarat	/奥考劳特/
Akaray	/阿卡拉伊/
Akarca	/阿卡尔贾/
Akarcay	/阿卡尔恰伊/
Akari	/明理/明里/明利/亚厂/亚里/亚历/
Akarin	/阿卡伦/
Akarmagan	/阿卡尔马甘/
Akarsan	/阿卡尔桑/
Akarsu	/阿卡尔苏/
Akartuna	/阿卡尔图纳/
Akarturk	/阿卡蒂尔克/
Akaru	/赤留/耀/
Akarun	/阿卡伦/
Akary	/阿卡里/
Akasa	/阿卡萨/赤佐/
Akasaka	/赤阪/赤坂/
Akasaki	/赤崎/
Akasane	/赤真/
Akasawa	/赤泽/
Akase	/赤亩/赤濑/明濑/
Akasegawa	/赤濑川/
Akashi	/赤石/赤司/赤自/丹/明石/
Akashiba	/赤柴/赤芝/
Akashida	/明石田/
Akashige	/赤繁/
Akashika	/赤鹿/
Akashiki	/赤敷/
Akashima	/赤岛/
Akashinoama	/明石海/
Akashinoamabe	/明石海部/
Akashio	/赤盐/
Akashiro	/赤城/
Akashisawa	/赤石泽/
Akashita	/丹下/
Akashiya	/明石屋/
Akasofu	/赤祖父/
Akasome	/赤染/赤染部/垢染/
Akasot	/阿卡索特/
Akasoy	/阿卡索伊/
Akassou	/阿卡苏/
Akasu	/赤须/
Akat	/阿卡特/
Akata	/阿方/阿卡塔/阿片/阿形/赤田/明田/有方/
Akatani	/赤谷/
Akataro	/赤太郎/
Akatate	/赤馆/
Akatay	/阿卡塔伊/
Akateru	/丹照/
Akatli	/阿卡特勒/
Akato	/赤塔/赤藤/
Akatori	/赤鸟/
Akatov	/阿卡托夫/
Akatsu	/赤津/
Akatsuchi	/赤土/
Akatsui	/赤对/
Akatsuka	/赤柄/赤冢/晓霞/
Akatsukasa	/赤司/
Akatsuki	/晓/
Akatsuru	/赤鹤/
Akaturk	/阿卡蒂尔克/
Akaune	/赤亩/赤浦/
Akauola	/阿考奥拉/
Akavov	/阿卡沃夫/
Akawa	/阿川/溃河/吾川/
Akawayama	/吾川山/
Akawilou	/阿卡维卢/
Akay	/阿卡伊/奥考伊/
Akayama	/赤山/
Akayaz	/阿卡亚兹/
Akaydin	/阿卡伊登/
Akayemov	/阿卡耶莫夫/
Akayev	/阿卡耶夫/
Akayevich	/阿卡耶维奇/
Akayin	/阿卡延/
Akayleh	/阿凯利赫/
Akayli	/阿卡伊勒/
Akaza	/赤坐/赤座/朱座/
Akazaan	/藜庵/
Akazaki	/赤崎/
Akazawa	/赤泽/
Akaze	/赤亩/
Akazeev	/阿卡泽耶夫/
Akazome	/赤染/赤染部/垢染/
Akazomebe	/赤染部/
Akazuka	/赤冢/
Akazuru	/赤鹤/
Akba	/阿克巴/
Akbaba	/阿克巴巴/
Akbacakoglu	/阿克巴贾克奥卢/
Akbahar	/阿克巴哈尔/
Akbaicilar	/阿克巴厄哲拉尔/
Akbal	/阿克巴尔/
Akbali	/阿克巴利/
Akbalik	/阿克巴勒克/
Akban	/阿克班/
Akbar	/阿克巴尔/阿克瓦尔/
Akbaran	/阿克巴兰/
Akbari	/阿克巴里/
Akbarnejad	/阿克巴尔内贾德/
Akbarov	/阿克巴罗夫/
Akbarut	/阿克巴鲁特/
Akbas	/阿克巴什/
Akbasak	/阿克巴沙克/
Akbasan	/阿克巴桑/
Akbasli	/阿克巴什勒/
Akbat	/阿克巴特/
Akbatu	/阿克巴图/
Akbatur	/阿克巴图尔/
Akbay	/阿克巴伊/
Akbayar	/阿克巴亚尔/
Akbayrak	/阿克巴伊拉克/
Akbaytugan	/阿克巴伊图甘/
Akbeg	/阿克贝/
Akbek	/阿克贝克/
Akbel	/阿克贝尔/
Akber	/阿克别尔/
Akberdiyev	/阿克别尔季耶夫/
Akbi	/阿克比/
Akbil	/阿克比尔/
Akbilge	/阿克比尔盖/
Akbiyik	/阿克伯耶克/
Akbiyikoglu	/阿克伯耶克奥卢/
Akboga	/阿克博阿/
Akbora	/阿克博拉/
Akboru	/阿克伯吕/
Akbov	/阿克博夫/
Akbudak	/阿克布达克/
Akbudun	/阿克布敦/
Akbug	/阿克布/
Akbulut	/阿克布卢特/
Akburak	/阿克布拉克/
Akburc	/阿克布尔奇/
Akca	/阿克贾/阿克恰/
Akcabay	/阿克恰巴伊/
Akcaboy	/阿克恰博伊/
Akcadurak	/阿克恰杜拉克/
Akcael	/阿克恰埃尔/
Akcag	/阿克恰/
Akcaglar	/阿克恰拉尔/
Akcaglilar	/阿克恰勒拉尔/
Akcaharman	/阿克恰哈尔曼/
Akcail	/阿克恰厄尔/
Akcakan	/阿克恰坎/
Akcakanad	/阿克恰卡纳德/
Akcakanat	/阿克恰卡纳特/
Akcakaya	/阿克恰卡亚/
Akcakayalioglu	/阿克恰卡亚勒奥卢/
Akcakin	/阿克恰肯/
Akcakoca	/阿克恰科贾/
Akcal	/阿克恰尔/
Akcali	/阿克恰勒/
Akcalioglu	/阿克恰勒奥卢/
Akcam	/阿卡姆/阿克恰姆/
Akcan	/阿克灿/阿克詹/
Akcaoglu	/阿克恰奥卢/
Akcar	/阿克恰尔/
Akcasu	/阿克恰苏/
Akcay	/阿克恰伊/
Akcebe	/阿克杰贝/
Akcengiz	/阿克坚吉兹/
Akcer	/阿克切尔/
Akcevin	/阿克切温/
Akchar	/阿克沙尔/
Akchir	/阿克希尔/
Akchote	/阿克绍泰/
Akchurin	/阿克丘林/
Akciger	/阿克吉埃尔/
Akcigir	/阿克彻厄尔/
Akcinar	/阿克彻纳尔/
Akcinlioglu	/阿克琴勒奥卢/
Akcit	/阿克彻特/
Akciz	/阿克彻兹/
Akcoglu	/阿克奇奥卢/
Akcor	/阿克乔尔/
Akcora	/阿克乔拉/
Akcoraoglu	/阿克乔拉奥卢/
Akcura	/阿克丘拉/
Akdag	/阿克达/阿克达格/
Akdal	/阿克达尔/
Akdamar	/阿克达马尔/
Akdas	/阿克达什/
Akde	/阿克德/
Akdede	/阿克代德/
Akdemir	/阿克代米尔/
Akdeniz	/阿克代尼兹/
Akdere	/阿克代雷/
Akdevekioglu	/阿克代韦基奥卢/
Akdik	/阿克迪克/
Akdiken	/阿克迪肯/
Akdog	/阿克多/
Akdogan	/阿克多安/
Akdoganli	/阿克多安勒/
Akdogdu	/阿克多杜/
Akdogmus	/阿克多穆什/
Akdogu	/阿克多乌/
Akdol	/阿克德尔/
Akdora	/阿克多拉/
Akdoru	/阿克多鲁/
Akdoruk	/阿克多鲁克/
Akduman	/阿克杜曼/
Akdur	/阿克杜尔/
Akduran	/阿克杜兰/
Akdurmus	/阿克杜尔穆什/
Akdzhigitov	/阿克吉吉托夫/
Ake	/阿克/阿气/安家/奥克/日外/耀/朱/
Akearashi	/明岚/
Akebayashi	/明林/
Akebi	/明比/明日/
Akebono	/晓/
Akechi	/明地/明知/明智/
Aked	/埃克德/
Akeda	/耕田/明田/
Akedo	/明渡/明户/
Akegarasu	/晓乌/
Akegi	/具木/明城/明木/
Akeguchi	/明口/
Akehi	/明比/明日/
Akehira	/明平/
Akeho	/明穗/
Akei	/明日/
Akeishi	/明石/
Akeji	/明路/
Akel	/阿克尔/阿克勒/
Akele	/阿凯莱/
Akelevich	/阿克列维奇/
Akeley	/埃克利/
Akema	/阿克马/
Akemaru	/明丸/
Akematsu	/明松/
Akemi	/东见/明见/明美/曙览/晓美/
Akemine	/明峰/
Akemoto	/明本/
Akemura	/明村/
Aken	/阿肯/
Akena	/阿凯纳/
Akenande	/阿克南德/
Akendengue	/阿肯登盖/
Akengin	/阿肯金/
Akenhead	/埃肯黑德/
Akeno	/明野/晓/晓野/
Akenside	/埃肯赛德/
Akenti	/阿肯季/
Akenty	/阿肯季/
Akenuma	/明沼/
Akenzua	/阿肯祖阿/
Akeo	/旦尾/晓雄/
Akepsi	/阿克普西/
Akepsim	/阿克普西姆/
Akepsy	/阿克普西/
Aker	/阿凯尔/阿克/
Akera	/具乐/来乐/明/明乐/明浦/明荣/雅乐/朱乐/
Akerblom	/阿克布卢姆/
Akerdem	/阿凯尔代姆/
Akeren	/阿克伦/
Akergin	/阿凯尔因/
Akerl	/奥凯尔/
Akerlund	/阿克尔隆德/
Akermalm	/奥克马尔姆/
Akerman	/阿凯尔曼/阿克曼/奥克曼/
Akermann	/阿克曼/
Akers	/埃克斯/
Akersan	/阿凯尔桑/
Akersin	/阿凯尔辛/
Akerson	/埃克森/
Akersoy	/阿凯尔索伊/
Akerstedt	/奥克斯泰特/
Akerstrom	/阿克斯特伦/
Akerta	/阿克塔/
Akerud	/阿克鲁德/
Akesaka	/明坂/
Akesson	/奥克松/
Aketa	/举田/明田/朱田/
Aketo	/明渡/
Akewa	/明和/
Akewaka	/明若/
Akeyama	/明山/
Akezhan	/阿克然/
Akezuki	/明月/
Akezuma	/明妻/
Akgayev	/阿克加耶夫/
Akgemci	/阿克盖姆吉/
Akgenc	/阿克根奇/
Akgerman	/阿克盖尔曼/
Akgiray	/阿克吉拉伊/
Akgol	/阿克格尔/
Akgonul	/阿克格尼尔/
Akgor	/阿克格尔/
Akgoz	/阿克格兹/
Akgoze	/阿克格泽/
Akguc	/阿克居奇/
Akgul	/阿克居尔/
Akgumus	/阿克居米什/
Akgun	/阿克金/
Akgunay	/阿克居纳伊/
Akgunduz	/阿克金迪兹/
Akguner	/阿克居内尔/
Akgunes	/阿克居内什/
Akgungor	/阿克金格尔/
Akgunler	/阿克金莱尔/
Akgur	/阿克居尔/
Akgurbuz	/阿克居尔比兹/
Akgure	/阿克古勒/
Akhadov	/阿哈多夫/
Akhaik	/阿海克/
Akhal	/阿哈尔/阿哈勒/
Akhaladze	/阿哈拉泽/
Akhaltsev	/阿哈利采夫/
Akham	/阿哈姆/
Akhan	/阿汉/阿坎/阿克汗/
Akhanov	/阿哈诺夫/
Akhaoui	/阿哈维/
Akhapkin	/阿哈普金/
Akhari	/阿哈里/
Akhat	/阿哈特/
Akhavan	/阿哈万/
Akhavni	/阿哈夫妮/
